Produit*_(sp.fk_product);Fournisseur*_(sp.fk_soc);Réf._produit_fournisseur_(sp.ref_fourn);Quantité minimum* (sp.quantity);Taux TVA (sp.tva_tx);Prix quantité min. HT* (sp.price);Prix unitaire HT* (sp.unitprice);Remise par défaut quantité min. (sp.remise_percent)
ZCIDPK114_12LOSHR+DimDSI;ELKOVO;ZCIDPK114_12LOSHR+DimDSI;1;20;78.44;78.44;0
ZCIDPK114_12LOSHR+NZ;ELKOVO;ZCIDPK114_12LOSHR+NZ;1;20;-;-;0
ZCIDPS114_12LOSHR;ELKOVO;ZCIDPS114_12LOSHR;1;20;52.72;52.72;0
ZCIDPS114_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS114_12LOSHR+Dim1-10V;1;20;69.84;69.84;0
ZCIDPS114_12LOSHR+DimDALI;ELKOVO;ZCIDPS114_12LOSHR+DimDALI;1;20;73.96;73.96;0
ZCIDPS114_12LOSHR+DimDSI;ELKOVO;ZCIDPS114_12LOSHR+DimDSI;1;20;78.44;78.44;0
ZCIDPS114_12LOSHR+NZ;ELKOVO;ZCIDPS114_12LOSHR+NZ;1;20;-;-;0
ZCIDPK214_12LOSHR;ELKOVO;ZCIDPK214_12LOSHR;1;20;52.72;52.72;0
ZCIDPK214_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK214_12LOSHR+Dim1-10V;1;20;71.56;71.56;0
ZCIDPK214_12LOSHR+DimDALI;ELKOVO;ZCIDPK214_12LOSHR+DimDALI;1;20;76.36;76.36;0
ZCIDPK214_12LOSHR+DimDSI;ELKOVO;ZCIDPK214_12LOSHR+DimDSI;1;20;80.84;80.84;0
ZCIDPK214_12LOSHR+NZ;ELKOVO;ZCIDPK214_12LOSHR+NZ;1;20;-;-;0
ZCIDPS214_12LOSHR;ELKOVO;ZCIDPS214_12LOSHR;1;20;52.72;52.72;0
ZCIDPS214_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS214_12LOSHR+Dim1-10V;1;20;71.56;71.56;0
ZCIDPS214_12LOSHR+DimDALI;ELKOVO;ZCIDPS214_12LOSHR+DimDALI;1;20;76.36;76.36;0
ZCIDPS214_12LOSHR+DimDSI;ELKOVO;ZCIDPS214_12LOSHR+DimDSI;1;20;80.84;80.84;0
ZCIDPS214_12LOSHR+NZ;ELKOVO;ZCIDPS214_12LOSHR+NZ;1;20;-;-;0
ZCIDPK224_12LOSHR;ELKOVO;ZCIDPK224_12LOSHR;1;20;52.72;52.72;0
ZCIDPK224_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK224_12LOSHR+Dim1-10V;1;20;71.56;71.56;0
ZCIDPK224_12LOSHR+DimDALI;ELKOVO;ZCIDPK224_12LOSHR+DimDALI;1;20;76.36;76.36;0
ZCIDPK224_12LOSHR+DimDSI;ELKOVO;ZCIDPK224_12LOSHR+DimDSI;1;20;80.84;80.84;0
ZCIDPK224_12LOSHR+NZ;ELKOVO;ZCIDPK224_12LOSHR+NZ;1;20;-;-;0
ZCIDPS224_12LOSHR;ELKOVO;ZCIDPS224_12LOSHR;1;20;52.72;52.72;0
ZCIDPS224_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS224_12LOSHR+Dim1-10V;1;20;71.56;71.56;0
ZCIDPS224_12LOSHR+DimDALI;ELKOVO;ZCIDPS224_12LOSHR+DimDALI;1;20;76.36;76.36;0
ZCIDPS224_12LOSHR+DimDSI;ELKOVO;ZCIDPS224_12LOSHR+DimDSI;1;20;80.84;80.84;0
ZCIDPS224_12LOSHR+NZ;ELKOVO;ZCIDPS224_12LOSHR+NZ;1;20;-;-;0
ZCIDPK128_12LOSHR;ELKOVO;ZCIDPK128_12LOSHR;1;20;52.72;52.72;0
ZCIDPK128_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK128_12LOSHR+Dim1-10V;1;20;69.84;69.84;0
ZCIDPK128_12LOSHR+DimDALI;ELKOVO;ZCIDPK128_12LOSHR+DimDALI;1;20;73.96;73.96;0
ZCIDPK128_12LOSHR+DimDSI;ELKOVO;ZCIDPK128_12LOSHR+DimDSI;1;20;78.44;78.44;0
ZCIDPK128_12LOSHR+NZ;ELKOVO;ZCIDPK128_12LOSHR+NZ;1;20;90.72;90.72;0
ZCIDPS128_12LOSHR;ELKOVO;ZCIDPS128_12LOSHR;1;20;52.72;52.72;0
ZCIDPS128_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS128_12LOSHR+Dim1-10V;1;20;69.84;69.84;0
ZCIDPS128_12LOSHR+DimDALI;ELKOVO;ZCIDPS128_12LOSHR+DimDALI;1;20;73.96;73.96;0
ZCIDPS128_12LOSHR+DimDSI;ELKOVO;ZCIDPS128_12LOSHR+DimDSI;1;20;78.44;78.44;0
ZCIDPS128_12LOSHR+NZ;ELKOVO;ZCIDPS128_12LOSHR+NZ;1;20;90.72;90.72;0
ZCIDPK154_12LOSHR;ELKOVO;ZCIDPK154_12LOSHR;1;20;52.72;52.72;0
ZCIDPK154_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK154_12LOSHR+Dim1-10V;1;20;69.84;69.84;0
ZCIDPK154_12LOSHR+DimDALI;ELKOVO;ZCIDPK154_12LOSHR+DimDALI;1;20;73.96;73.96;0
ZCIDPK154_12LOSHR+DimDSI;ELKOVO;ZCIDPK154_12LOSHR+DimDSI;1;20;78.44;78.44;0
ZCIDPK154_12LOSHR+NZ;ELKOVO;ZCIDPK154_12LOSHR+NZ;1;20;90.72;90.72;0
ZCIDPS154_12LOSHR;ELKOVO;ZCIDPS154_12LOSHR;1;20;52.72;52.72;0
ZCIDPS154_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS154_12LOSHR+Dim1-10V;1;20;69.84;69.84;0
ZCIDPS154_12LOSHR+DimDALI;ELKOVO;ZCIDPS154_12LOSHR+DimDALI;1;20;73.96;73.96;0
ZCIDPS154_12LOSHR+DimDSI;ELKOVO;ZCIDPS154_12LOSHR+DimDSI;1;20;78.44;78.44;0
ZCIDPS154_12LOSHR+NZ;ELKOVO;ZCIDPS154_12LOSHR+NZ;1;20;90.72;90.72;0
ZCIDPK228_12LOSHR;ELKOVO;ZCIDPK228_12LOSHR;1;20;55.96;55.96;0
ZCIDPK228_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK228_12LOSHR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPK228_12LOSHR+DimDALI;ELKOVO;ZCIDPK228_12LOSHR+DimDALI;1;20;79.64;79.64;0
ZCIDPK228_12LOSHR+DimDSI;ELKOVO;ZCIDPK228_12LOSHR+DimDSI;1;20;84.08;84.08;0
ZCIDPK228_12LOSHR+NZ;ELKOVO;ZCIDPK228_12LOSHR+NZ;1;20;93.96;93.96;0
ZCIDPS228_12LOSHR;ELKOVO;ZCIDPS228_12LOSHR;1;20;55.96;55.96;0
ZCIDPS228_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS228_12LOSHR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPS228_12LOSHR+DimDALI;ELKOVO;ZCIDPS228_12LOSHR+DimDALI;1;20;79.64;79.64;0
ZCIDPS228_12LOSHR+DimDSI;ELKOVO;ZCIDPS228_12LOSHR+DimDSI;1;20;84.08;84.08;0
ZCIDPS228_12LOSHR+NZ;ELKOVO;ZCIDPS228_12LOSHR+NZ;1;20;93.96;93.96;0
ZCIDPK254_12LOSHR;ELKOVO;ZCIDPK254_12LOSHR;1;20;55.96;55.96;0
ZCIDPK254_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK254_12LOSHR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPK254_12LOSHR+DimDALI;ELKOVO;ZCIDPK254_12LOSHR+DimDALI;1;20;79.64;79.64;0
ZCIDPK254_12LOSHR+DimDSI;ELKOVO;ZCIDPK254_12LOSHR+DimDSI;1;20;84.08;84.08;0
ZCIDPK254_12LOSHR+NZ;ELKOVO;ZCIDPK254_12LOSHR+NZ;1;20;93.96;93.96;0
ZCIDPS254_12LOSHR;ELKOVO;ZCIDPS254_12LOSHR;1;20;55.96;55.96;0
ZCIDPS254_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS254_12LOSHR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPS254_12LOSHR+DimDALI;ELKOVO;ZCIDPS254_12LOSHR+DimDALI;1;20;79.64;79.64;0
ZCIDPS254_12LOSHR+DimDSI;ELKOVO;ZCIDPS254_12LOSHR+DimDSI;1;20;84.08;84.08;0
ZCIDPS254_12LOSHR+NZ;ELKOVO;ZCIDPS254_12LOSHR+NZ;1;20;93.96;93.96;0
ZCIDPK135_12LOSHR;ELKOVO;ZCIDPK135_12LOSHR;1;20;58.96;58.96;0
ZCIDPK135_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK135_12LOSHR+Dim1-10V;1;20;76.08;76.08;0
ZCIDPK135_12LOSHR+DimDALI;ELKOVO;ZCIDPK135_12LOSHR+DimDALI;1;20;80.2;80.2;0
ZCIDPK135_12LOSHR+DimDSI;ELKOVO;ZCIDPK135_12LOSHR+DimDSI;1;20;84.68;84.68;0
ZCIDPK135_12LOSHR+NZ;ELKOVO;ZCIDPK135_12LOSHR+NZ;1;20;96.96;96.96;0
ZCIDPS135_12LOSHR;ELKOVO;ZCIDPS135_12LOSHR;1;20;58.96;58.96;0
ZCIDPS135_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS135_12LOSHR+Dim1-10V;1;20;76.08;76.08;0
ZCIDPS135_12LOSHR+DimDALI;ELKOVO;ZCIDPS135_12LOSHR+DimDALI;1;20;80.2;80.2;0
ZCIDPS135_12LOSHR+DimDSI;ELKOVO;ZCIDPS135_12LOSHR+DimDSI;1;20;84.68;84.68;0
ZCIDPS135_12LOSHR+NZ;ELKOVO;ZCIDPS135_12LOSHR+NZ;1;20;96.96;96.96;0
ZCIDPK149_12LOSHR;ELKOVO;ZCIDPK149_12LOSHR;1;20;58.96;58.96;0
ZCIDPK149_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK149_12LOSHR+Dim1-10V;1;20;76.08;76.08;0
ZCIDPK149_12LOSHR+DimDALI;ELKOVO;ZCIDPK149_12LOSHR+DimDALI;1;20;80.2;80.2;0
ZCIDPK149_12LOSHR+DimDSI;ELKOVO;ZCIDPK149_12LOSHR+DimDSI;1;20;84.68;84.68;0
ZCIDPK149_12LOSHR+NZ;ELKOVO;ZCIDPK149_12LOSHR+NZ;1;20;96.96;96.96;0
ZCIDPS149_12LOSHR;ELKOVO;ZCIDPS149_12LOSHR;1;20;58.96;58.96;0
ZCIDPS149_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS149_12LOSHR+Dim1-10V;1;20;76.08;76.08;0
ZCIDPS149_12LOSHR+DimDALI;ELKOVO;ZCIDPS149_12LOSHR+DimDALI;1;20;80.2;80.2;0
ZCIDPS149_12LOSHR+DimDSI;ELKOVO;ZCIDPS149_12LOSHR+DimDSI;1;20;84.68;84.68;0
ZCIDPS149_12LOSHR+NZ;ELKOVO;ZCIDPS149_12LOSHR+NZ;1;20;96.96;96.96;0
ZCIDPK180_12LOSHR;ELKOVO;ZCIDPK180_12LOSHR;1;20;60.68;60.68;0
ZCIDPK180_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK180_12LOSHR+Dim1-10V;1;20;77.8;77.8;0
ZCIDPK180_12LOSHR+DimDALI;ELKOVO;ZCIDPK180_12LOSHR+DimDALI;1;20;84;84;0
ZCIDPK180_12LOSHR+DimDSI;ELKOVO;ZCIDPK180_12LOSHR+DimDSI;1;20;89.8;89.8;0
ZCIDPK180_12LOSHR+NZ;ELKOVO;ZCIDPK180_12LOSHR+NZ;1;20;98.68;98.68;0
ZCIDPS180_12LOSHR;ELKOVO;ZCIDPS180_12LOSHR;1;20;60.68;60.68;0
ZCIDPS180_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS180_12LOSHR+Dim1-10V;1;20;77.8;77.8;0
ZCIDPS180_12LOSHR+DimDALI;ELKOVO;ZCIDPS180_12LOSHR+DimDALI;1;20;84;84;0
ZCIDPS180_12LOSHR+DimDSI;ELKOVO;ZCIDPS180_12LOSHR+DimDSI;1;20;89.8;89.8;0
ZCIDPS180_12LOSHR+NZ;ELKOVO;ZCIDPS180_12LOSHR+NZ;1;20;98.68;98.68;0
ZCIDPK235_12LOSHR;ELKOVO;ZCIDPK235_12LOSHR;1;20;62.48;62.48;0
ZCIDPK235_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK235_12LOSHR+Dim1-10V;1;20;81.36;81.36;0
ZCIDPK235_12LOSHR+DimDALI;ELKOVO;ZCIDPK235_12LOSHR+DimDALI;1;20;86.16;86.16;0
ZCIDPK235_12LOSHR+DimDSI;ELKOVO;ZCIDPK235_12LOSHR+DimDSI;1;20;90.6;90.6;0
ZCIDPK235_12LOSHR+NZ;ELKOVO;ZCIDPK235_12LOSHR+NZ;1;20;100.48;100.48;0
ZCIDPS235_12LOSHR;ELKOVO;ZCIDPS235_12LOSHR;1;20;62.48;62.48;0
ZCIDPS235_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS235_12LOSHR+Dim1-10V;1;20;81.36;81.36;0
ZCIDPS235_12LOSHR+DimDALI;ELKOVO;ZCIDPS235_12LOSHR+DimDALI;1;20;86.16;86.16;0
ZCIDPS235_12LOSHR+DimDSI;ELKOVO;ZCIDPS235_12LOSHR+DimDSI;1;20;90.6;90.6;0
ZCIDPS235_12LOSHR+NZ;ELKOVO;ZCIDPS235_12LOSHR+NZ;1;20;100.48;100.48;0
ZCIDPK249_12LOSHR;ELKOVO;ZCIDPK249_12LOSHR;1;20;62.48;62.48;0
ZCIDPK249_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK249_12LOSHR+Dim1-10V;1;20;81.36;81.36;0
ZCIDPK249_12LOSHR+DimDALI;ELKOVO;ZCIDPK249_12LOSHR+DimDALI;1;20;86.16;86.16;0
ZCIDPK249_12LOSHR+DimDSI;ELKOVO;ZCIDPK249_12LOSHR+DimDSI;1;20;90.6;90.6;0
ZCIDPK249_12LOSHR+NZ;ELKOVO;ZCIDPK249_12LOSHR+NZ;1;20;100.48;100.48;0
ZCIDPS249_12LOSHR;ELKOVO;ZCIDPS249_12LOSHR;1;20;62.48;62.48;0
ZCIDPS249_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS249_12LOSHR+Dim1-10V;1;20;81.36;81.36;0
ZCIDPS249_12LOSHR+DimDALI;ELKOVO;ZCIDPS249_12LOSHR+DimDALI;1;20;86.16;86.16;0
ZCIDPS249_12LOSHR+DimDSI;ELKOVO;ZCIDPS249_12LOSHR+DimDSI;1;20;90.6;90.6;0
ZCIDPS249_12LOSHR+NZ;ELKOVO;ZCIDPS249_12LOSHR+NZ;1;20;100.48;100.48;0
ZCIDPK280_12LOSHR;ELKOVO;ZCIDPK280_12LOSHR;1;20;69.2;69.2;0
ZCIDPK280_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK280_12LOSHR+Dim1-10V;1;20;96.28;96.28;0
ZCIDPK280_12LOSHR+DimDALI;ELKOVO;ZCIDPK280_12LOSHR+DimDALI;1;20;98;98;0
ZCIDPK280_12LOSHR+DimDSI;ELKOVO;ZCIDPK280_12LOSHR+DimDSI;1;20;98.36;98.36;0
ZCIDPK280_12LOSHR+NZ;ELKOVO;ZCIDPK280_12LOSHR+NZ;1;20;107.2;107.2;0
ZCIDPS280_12LOSHR;ELKOVO;ZCIDPS280_12LOSHR;1;20;69.2;69.2;0
ZCIDPS280_12LOSHR+Dim1-10V;ELKOVO;ZCIDPS280_12LOSHR+Dim1-10V;1;20;96.28;96.28;0
ZCIDPS280_12LOSHR+DimDALI;ELKOVO;ZCIDPS280_12LOSHR+DimDALI;1;20;98;98;0
ZCIDPS280_12LOSHR+DimDSI;ELKOVO;ZCIDPS280_12LOSHR+DimDSI;1;20;98.36;98.36;0
ZCIDPS280_12LOSHR+NZ;ELKOVO;ZCIDPS280_12LOSHR+NZ;1;20;107.2;107.2;0
ZCIDPK114_3ZK;ELKOVO;ZCIDPK114_3ZK;1;20;45.2;45.2;0
ZCIDPK114_3ZK+Dim1-10V;ELKOVO;ZCIDPK114_3ZK+Dim1-10V;1;20;62.36;62.36;0
ZCIDPK114_3ZK+DimDALI;ELKOVO;ZCIDPK114_3ZK+DimDALI;1;20;66.48;66.48;0
ZCIDPK114_3ZK+DimDSI;ELKOVO;ZCIDPK114_3ZK+DimDSI;1;20;70.92;70.92;0
ZCIDPK114_3ZK+NZ;ELKOVO;ZCIDPK114_3ZK+NZ;1;20;83.2;83.2;0
ZCIDPS114_3ZK;ELKOVO;ZCIDPS114_3ZK;1;20;45.2;45.2;0
ZCIDPS114_3ZK+Dim1-10V;ELKOVO;ZCIDPS114_3ZK+Dim1-10V;1;20;62.36;62.36;0
ZCIDPS114_3ZK+DimDALI;ELKOVO;ZCIDPS114_3ZK+DimDALI;1;20;66.48;66.48;0
ZCIDPS114_3ZK+DimDSI;ELKOVO;ZCIDPS114_3ZK+DimDSI;1;20;70.92;70.92;0
ZCIDPS114_3ZK+NZ;ELKOVO;ZCIDPS114_3ZK+NZ;1;20;83.2;83.2;0
ZCIDPK214_3ZK;ELKOVO;ZCIDPK214_3ZK;1;20;45.2;45.2;0
ZCIDPK214_3ZK+Dim1-10V;ELKOVO;ZCIDPK214_3ZK+Dim1-10V;1;20;64.08;64.08;0
ZCIDPK214_3ZK+DimDALI;ELKOVO;ZCIDPK214_3ZK+DimDALI;1;20;68.88;68.88;0
ZCIDPK214_3ZK+DimDSI;ELKOVO;ZCIDPK214_3ZK+DimDSI;1;20;73.32;73.32;0
ZCIDPK214_3ZK+NZ;ELKOVO;ZCIDPK214_3ZK+NZ;1;20;83.2;83.2;0
ZCIDPS214_3ZK;ELKOVO;ZCIDPS214_3ZK;1;20;45.2;45.2;0
ZCIDPS214_3ZK+Dim1-10V;ELKOVO;ZCIDPS214_3ZK+Dim1-10V;1;20;64.08;64.08;0
ZCIDPS214_3ZK+DimDALI;ELKOVO;ZCIDPS214_3ZK+DimDALI;1;20;68.88;68.88;0
ZCIDPS214_3ZK+DimDSI;ELKOVO;ZCIDPS214_3ZK+DimDSI;1;20;73.32;73.32;0
ZCIDPS214_3ZK+NZ;ELKOVO;ZCIDPS214_3ZK+NZ;1;20;83.2;83.2;0
ZCIDPK224_3ZK;ELKOVO;ZCIDPK224_3ZK;1;20;45.2;45.2;0
ZCIDPK224_3ZK+Dim1-10V;ELKOVO;ZCIDPK224_3ZK+Dim1-10V;1;20;64.08;64.08;0
ZCIDPK224_3ZK+DimDALI;ELKOVO;ZCIDPK224_3ZK+DimDALI;1;20;68.88;68.88;0
ZCIDPK224_3ZK+DimDSI;ELKOVO;ZCIDPK224_3ZK+DimDSI;1;20;73.32;73.32;0
ZCIDPK224_3ZK+NZ;ELKOVO;ZCIDPK224_3ZK+NZ;1;20;83.2;83.2;0
ZCIDPS224_3ZK;ELKOVO;ZCIDPS224_3ZK;1;20;45.2;45.2;0
ZCIDPS224_3ZK+Dim1-10V;ELKOVO;ZCIDPS224_3ZK+Dim1-10V;1;20;64.08;64.08;0
ZCIDPS224_3ZK+DimDALI;ELKOVO;ZCIDPS224_3ZK+DimDALI;1;20;68.88;68.88;0
ZCIDPS224_3ZK+DimDSI;ELKOVO;ZCIDPS224_3ZK+DimDSI;1;20;73.32;73.32;0
ZCIDPS224_3ZK+NZ;ELKOVO;ZCIDPS224_3ZK+NZ;1;20;83.2;83.2;0
ZCIDPK128_3ZK;ELKOVO;ZCIDPK128_3ZK;1;20;45.8;45.8;0
ZCIDPK128_3ZK+Dim1-10V;ELKOVO;ZCIDPK128_3ZK+Dim1-10V;1;20;62.92;62.92;0
ZCIDPK128_3ZK+DimDALI;ELKOVO;ZCIDPK128_3ZK+DimDALI;1;20;67.04;67.04;0
ZCIDPK128_3ZK+DimDSI;ELKOVO;ZCIDPK128_3ZK+DimDSI;1;20;71.52;71.52;0
ZCIDPK128_3ZK+NZ;ELKOVO;ZCIDPK128_3ZK+NZ;1;20;83.8;83.8;0
ZCIDPS128_3ZK;ELKOVO;ZCIDPS128_3ZK;1;20;45.8;45.8;0
ZCIDPS128_3ZK+Dim1-10V;ELKOVO;ZCIDPS128_3ZK+Dim1-10V;1;20;62.92;62.92;0
ZCIDPS128_3ZK+DimDALI;ELKOVO;ZCIDPS128_3ZK+DimDALI;1;20;67.04;67.04;0
ZCIDPS128_3ZK+DimDSI;ELKOVO;ZCIDPS128_3ZK+DimDSI;1;20;71.52;71.52;0
ZCIDPS128_3ZK+NZ;ELKOVO;ZCIDPS128_3ZK+NZ;1;20;83.8;83.8;0
ZCIDPK154_3ZK;ELKOVO;ZCIDPK154_3ZK;1;20;45.8;45.8;0
ZCIDPK154_3ZK+Dim1-10V;ELKOVO;ZCIDPK154_3ZK+Dim1-10V;1;20;62.92;62.92;0
ZCIDPK154_3ZK+DimDALI;ELKOVO;ZCIDPK154_3ZK+DimDALI;1;20;67.04;67.04;0
ZCIDPK154_3ZK+DimDSI;ELKOVO;ZCIDPK154_3ZK+DimDSI;1;20;71.52;71.52;0
ZCIDPK154_3ZK+NZ;ELKOVO;ZCIDPK154_3ZK+NZ;1;20;83.8;83.8;0
ZCIDPS154_3ZK;ELKOVO;ZCIDPS154_3ZK;1;20;45.8;45.8;0
ZCIDPS154_3ZK+Dim1-10V;ELKOVO;ZCIDPS154_3ZK+Dim1-10V;1;20;62.92;62.92;0
ZCIDPS154_3ZK+DimDALI;ELKOVO;ZCIDPS154_3ZK+DimDALI;1;20;67.04;67.04;0
ZCIDPS154_3ZK+DimDSI;ELKOVO;ZCIDPS154_3ZK+DimDSI;1;20;71.52;71.52;0
ZCIDPS154_3ZK+NZ;ELKOVO;ZCIDPS154_3ZK+NZ;1;20;83.8;83.8;0
ZCIDPK228_3ZK;ELKOVO;ZCIDPK228_3ZK;1;20;48.56;48.56;0
ZCIDPK228_3ZK+Dim1-10V;ELKOVO;ZCIDPK228_3ZK+Dim1-10V;1;20;67.44;67.44;0
ZCIDPK228_3ZK+DimDALI;ELKOVO;ZCIDPK228_3ZK+DimDALI;1;20;72.24;72.24;0
ZCIDPK228_3ZK+DimDSI;ELKOVO;ZCIDPK228_3ZK+DimDSI;1;20;76.68;76.68;0
ZCIDPK228_3ZK+NZ;ELKOVO;ZCIDPK228_3ZK+NZ;1;20;86.56;86.56;0
ZCIDPS228_3ZK;ELKOVO;ZCIDPS228_3ZK;1;20;48.56;48.56;0
ZCIDPS228_3ZK+Dim1-10V;ELKOVO;ZCIDPS228_3ZK+Dim1-10V;1;20;67.44;67.44;0
ZCIDPS228_3ZK+DimDALI;ELKOVO;ZCIDPS228_3ZK+DimDALI;1;20;72.24;72.24;0
ZCIDPS228_3ZK+DimDSI;ELKOVO;ZCIDPS228_3ZK+DimDSI;1;20;76.68;76.68;0
ZCIDPS228_3ZK+NZ;ELKOVO;ZCIDPS228_3ZK+NZ;1;20;86.56;86.56;0
ZCIDPK254_3ZK;ELKOVO;ZCIDPK254_3ZK;1;20;48.56;48.56;0
ZCIDPK254_3ZK+Dim1-10V;ELKOVO;ZCIDPK254_3ZK+Dim1-10V;1;20;67.44;67.44;0
ZCIDPK254_3ZK+DimDALI;ELKOVO;ZCIDPK254_3ZK+DimDALI;1;20;72.24;72.24;0
ZCIDPK254_3ZK+DimDSI;ELKOVO;ZCIDPK254_3ZK+DimDSI;1;20;76.68;76.68;0
ZCIDPK254_3ZK+NZ;ELKOVO;ZCIDPK254_3ZK+NZ;1;20;86.56;86.56;0
ZCIDPS254_3ZK;ELKOVO;ZCIDPS254_3ZK;1;20;48.56;48.56;0
ZCIDPS254_3ZK+Dim1-10V;ELKOVO;ZCIDPS254_3ZK+Dim1-10V;1;20;67.44;67.44;0
ZCIDPS254_3ZK+DimDALI;ELKOVO;ZCIDPS254_3ZK+DimDALI;1;20;72.24;72.24;0
ZCIDPS254_3ZK+DimDSI;ELKOVO;ZCIDPS254_3ZK+DimDSI;1;20;76.68;76.68;0
ZCIDPS254_3ZK+NZ;ELKOVO;ZCIDPS254_3ZK+NZ;1;20;86.56;86.56;0
ZCIDPK135_3ZK;ELKOVO;ZCIDPK135_3ZK;1;20;50.48;50.48;0
ZCIDPK135_3ZK+Dim1-10V;ELKOVO;ZCIDPK135_3ZK+Dim1-10V;1;20;67.64;67.64;0
ZCIDPK135_3ZK+DimDALI;ELKOVO;ZCIDPK135_3ZK+DimDALI;1;20;71.76;71.76;0
ZCIDPK135_3ZK+DimDSI;ELKOVO;ZCIDPK135_3ZK+DimDSI;1;20;76.2;76.2;0
ZCIDPK135_3ZK+NZ;ELKOVO;ZCIDPK135_3ZK+NZ;1;20;88.48;88.48;0
ZCIDPS135_3ZK;ELKOVO;ZCIDPS135_3ZK;1;20;50.48;50.48;0
ZCIDPS135_3ZK+Dim1-10V;ELKOVO;ZCIDPS135_3ZK+Dim1-10V;1;20;67.64;67.64;0
ZCIDPS135_3ZK+DimDALI;ELKOVO;ZCIDPS135_3ZK+DimDALI;1;20;71.76;71.76;0
ZCIDPS135_3ZK+DimDSI;ELKOVO;ZCIDPS135_3ZK+DimDSI;1;20;76.2;76.2;0
ZCIDPS135_3ZK+NZ;ELKOVO;ZCIDPS135_3ZK+NZ;1;20;88.48;88.48;0
ZCIDPK149_3ZK;ELKOVO;ZCIDPK149_3ZK;1;20;50.48;50.48;0
ZCIDPK149_3ZK+Dim1-10V;ELKOVO;ZCIDPK149_3ZK+Dim1-10V;1;20;67.64;67.64;0
ZCIDPK149_3ZK+DimDALI;ELKOVO;ZCIDPK149_3ZK+DimDALI;1;20;71.76;71.76;0
ZCIDPK149_3ZK+DimDSI;ELKOVO;ZCIDPK149_3ZK+DimDSI;1;20;76.2;76.2;0
ZCIDPK149_3ZK+NZ;ELKOVO;ZCIDPK149_3ZK+NZ;1;20;88.48;88.48;0
ZCIDPS149_3ZK;ELKOVO;ZCIDPS149_3ZK;1;20;50.48;50.48;0
ZCIDPS149_3ZK+Dim1-10V;ELKOVO;ZCIDPS149_3ZK+Dim1-10V;1;20;67.64;67.64;0
ZCIDPS149_3ZK+DimDALI;ELKOVO;ZCIDPS149_3ZK+DimDALI;1;20;71.76;71.76;0
ZCIDPS149_3ZK+DimDSI;ELKOVO;ZCIDPS149_3ZK+DimDSI;1;20;76.2;76.2;0
ZCIDPS149_3ZK+NZ;ELKOVO;ZCIDPS149_3ZK+NZ;1;20;88.48;88.48;0
ZCIDPK180_3ZK;ELKOVO;ZCIDPK180_3ZK;1;20;52.24;52.24;0
ZCIDPK180_3ZK+Dim1-10V;ELKOVO;ZCIDPK180_3ZK+Dim1-10V;1;20;69.36;69.36;0
ZCIDPK180_3ZK+DimDALI;ELKOVO;ZCIDPK180_3ZK+DimDALI;1;20;75.56;75.56;0
ZCIDPK180_3ZK+DimDSI;ELKOVO;ZCIDPK180_3ZK+DimDSI;1;20;81.36;81.36;0
ZCIDPK180_3ZK+NZ;ELKOVO;ZCIDPK180_3ZK+NZ;1;20;90.24;90.24;0
ZCIDPS180_3ZK;ELKOVO;ZCIDPS180_3ZK;1;20;52.24;52.24;0
ZCIDPS180_3ZK+Dim1-10V;ELKOVO;ZCIDPS180_3ZK+Dim1-10V;1;20;69.36;69.36;0
ZCIDPS180_3ZK+DimDALI;ELKOVO;ZCIDPS180_3ZK+DimDALI;1;20;75.56;75.56;0
ZCIDPS180_3ZK+DimDSI;ELKOVO;ZCIDPS180_3ZK+DimDSI;1;20;81.36;81.36;0
ZCIDPS180_3ZK+NZ;ELKOVO;ZCIDPS180_3ZK+NZ;1;20;90.24;90.24;0
ZCIDPK235_3ZK;ELKOVO;ZCIDPK235_3ZK;1;20;55.96;55.96;0
