Produit*_(sp.fk_product);Fournisseur*_(sp.fk_soc);Réf._produit_fournisseur_(sp.ref_fourn);Quantité minimum* (sp.quantity);Taux TVA (sp.tva_tx);Prix quantité min. HT* (sp.price);Prix unitaire HT* (sp.unitprice);Remise par défaut quantité min. (sp.remise_percent)
ZCIDPS214_3HR+DimDSI;ELKOVO;ZCIDPS214_3HR+DimDSI;1;20;73.32;73.32;0
ZCIDPS214_3HR+NZ;ELKOVO;ZCIDPS214_3HR+NZ;1;20;-;-;0
ZCIDPK224_3HR;ELKOVO;ZCIDPK224_3HR;1;20;45.2;45.2;0
ZCIDPK224_3HR+Dim1-10V;ELKOVO;ZCIDPK224_3HR+Dim1-10V;1;20;64.08;64.08;0
ZCIDPK224_3HR+DimDALI;ELKOVO;ZCIDPK224_3HR+DimDALI;1;20;68.88;68.88;0
ZCIDPK224_3HR+DimDSI;ELKOVO;ZCIDPK224_3HR+DimDSI;1;20;73.32;73.32;0
ZCIDPK224_3HR+NZ;ELKOVO;ZCIDPK224_3HR+NZ;1;20;-;-;0
ZCIDPS224_3HR;ELKOVO;ZCIDPS224_3HR;1;20;45.2;45.2;0
ZCIDPS224_3HR+Dim1-10V;ELKOVO;ZCIDPS224_3HR+Dim1-10V;1;20;64.08;64.08;0
ZCIDPS224_3HR+DimDALI;ELKOVO;ZCIDPS224_3HR+DimDALI;1;20;68.88;68.88;0
ZCIDPS224_3HR+DimDSI;ELKOVO;ZCIDPS224_3HR+DimDSI;1;20;73.32;73.32;0
ZCIDPS224_3HR+NZ;ELKOVO;ZCIDPS224_3HR+NZ;1;20;-;-;0
ZCIDPK128_3HR;ELKOVO;ZCIDPK128_3HR;1;20;45.8;45.8;0
ZCIDPK128_3HR+Dim1-10V;ELKOVO;ZCIDPK128_3HR+Dim1-10V;1;20;62.92;62.92;0
ZCIDPK128_3HR+DimDALI;ELKOVO;ZCIDPK128_3HR+DimDALI;1;20;67.04;67.04;0
ZCIDPK128_3HR+DimDSI;ELKOVO;ZCIDPK128_3HR+DimDSI;1;20;71.52;71.52;0
ZCIDPK128_3HR+NZ;ELKOVO;ZCIDPK128_3HR+NZ;1;20;83.8;83.8;0
ZCIDPS128_3HR;ELKOVO;ZCIDPS128_3HR;1;20;45.8;45.8;0
ZCIDPS128_3HR+Dim1-10V;ELKOVO;ZCIDPS128_3HR+Dim1-10V;1;20;62.92;62.92;0
ZCIDPS128_3HR+DimDALI;ELKOVO;ZCIDPS128_3HR+DimDALI;1;20;67.04;67.04;0
ZCIDPS128_3HR+DimDSI;ELKOVO;ZCIDPS128_3HR+DimDSI;1;20;71.52;71.52;0
ZCIDPS128_3HR+NZ;ELKOVO;ZCIDPS128_3HR+NZ;1;20;83.8;83.8;0
ZCIDPK154_3HR;ELKOVO;ZCIDPK154_3HR;1;20;45.8;45.8;0
ZCIDPK154_3HR+Dim1-10V;ELKOVO;ZCIDPK154_3HR+Dim1-10V;1;20;62.92;62.92;0
ZCIDPK154_3HR+DimDALI;ELKOVO;ZCIDPK154_3HR+DimDALI;1;20;67.04;67.04;0
ZCIDPK154_3HR+DimDSI;ELKOVO;ZCIDPK154_3HR+DimDSI;1;20;71.52;71.52;0
ZCIDPK154_3HR+NZ;ELKOVO;ZCIDPK154_3HR+NZ;1;20;83.8;83.8;0
ZCIDPS154_3HR;ELKOVO;ZCIDPS154_3HR;1;20;45.8;45.8;0
ZCIDPS154_3HR+Dim1-10V;ELKOVO;ZCIDPS154_3HR+Dim1-10V;1;20;62.92;62.92;0
ZCIDPS154_3HR+DimDALI;ELKOVO;ZCIDPS154_3HR+DimDALI;1;20;67.04;67.04;0
ZCIDPS154_3HR+DimDSI;ELKOVO;ZCIDPS154_3HR+DimDSI;1;20;71.52;71.52;0
ZCIDPS154_3HR+NZ;ELKOVO;ZCIDPS154_3HR+NZ;1;20;83.8;83.8;0
ZCIDPK228_3HR;ELKOVO;ZCIDPK228_3HR;1;20;48.56;48.56;0
ZCIDPK228_3HR+Dim1-10V;ELKOVO;ZCIDPK228_3HR+Dim1-10V;1;20;67.44;67.44;0
ZCIDPK228_3HR+DimDALI;ELKOVO;ZCIDPK228_3HR+DimDALI;1;20;72.24;72.24;0
ZCIDPK228_3HR+DimDSI;ELKOVO;ZCIDPK228_3HR+DimDSI;1;20;76.68;76.68;0
ZCIDPK228_3HR+NZ;ELKOVO;ZCIDPK228_3HR+NZ;1;20;86.56;86.56;0
ZCIDPS228_3HR;ELKOVO;ZCIDPS228_3HR;1;20;48.56;48.56;0
ZCIDPS228_3HR+Dim1-10V;ELKOVO;ZCIDPS228_3HR+Dim1-10V;1;20;67.44;67.44;0
ZCIDPS228_3HR+DimDALI;ELKOVO;ZCIDPS228_3HR+DimDALI;1;20;72.24;72.24;0
ZCIDPS228_3HR+DimDSI;ELKOVO;ZCIDPS228_3HR+DimDSI;1;20;76.68;76.68;0
ZCIDPS228_3HR+NZ;ELKOVO;ZCIDPS228_3HR+NZ;1;20;86.56;86.56;0
ZCIDPK254_3HR;ELKOVO;ZCIDPK254_3HR;1;20;48.56;48.56;0
ZCIDPK254_3HR+Dim1-10V;ELKOVO;ZCIDPK254_3HR+Dim1-10V;1;20;67.44;67.44;0
ZCIDPK254_3HR+DimDALI;ELKOVO;ZCIDPK254_3HR+DimDALI;1;20;72.24;72.24;0
ZCIDPK254_3HR+DimDSI;ELKOVO;ZCIDPK254_3HR+DimDSI;1;20;76.68;76.68;0
ZCIDPK254_3HR+NZ;ELKOVO;ZCIDPK254_3HR+NZ;1;20;86.56;86.56;0
ZCIDPS254_3HR;ELKOVO;ZCIDPS254_3HR;1;20;48.56;48.56;0
ZCIDPS254_3HR+Dim1-10V;ELKOVO;ZCIDPS254_3HR+Dim1-10V;1;20;67.44;67.44;0
ZCIDPS254_3HR+DimDALI;ELKOVO;ZCIDPS254_3HR+DimDALI;1;20;72.24;72.24;0
ZCIDPS254_3HR+DimDSI;ELKOVO;ZCIDPS254_3HR+DimDSI;1;20;76.68;76.68;0
ZCIDPS254_3HR+NZ;ELKOVO;ZCIDPS254_3HR+NZ;1;20;86.56;86.56;0
ZCIDPK135_3HR;ELKOVO;ZCIDPK135_3HR;1;20;50.48;50.48;0
ZCIDPK135_3HR+Dim1-10V;ELKOVO;ZCIDPK135_3HR+Dim1-10V;1;20;67.64;67.64;0
ZCIDPK135_3HR+DimDALI;ELKOVO;ZCIDPK135_3HR+DimDALI;1;20;71.76;71.76;0
ZCIDPK135_3HR+DimDSI;ELKOVO;ZCIDPK135_3HR+DimDSI;1;20;76.2;76.2;0
ZCIDPK135_3HR+NZ;ELKOVO;ZCIDPK135_3HR+NZ;1;20;88.48;88.48;0
ZCIDPS135_3HR;ELKOVO;ZCIDPS135_3HR;1;20;50.48;50.48;0
ZCIDPS135_3HR+Dim1-10V;ELKOVO;ZCIDPS135_3HR+Dim1-10V;1;20;67.64;67.64;0
ZCIDPS135_3HR+DimDALI;ELKOVO;ZCIDPS135_3HR+DimDALI;1;20;71.76;71.76;0
ZCIDPS135_3HR+DimDSI;ELKOVO;ZCIDPS135_3HR+DimDSI;1;20;76.2;76.2;0
ZCIDPS135_3HR+NZ;ELKOVO;ZCIDPS135_3HR+NZ;1;20;88.48;88.48;0
ZCIDPK149_3HR;ELKOVO;ZCIDPK149_3HR;1;20;50.48;50.48;0
ZCIDPK149_3HR+Dim1-10V;ELKOVO;ZCIDPK149_3HR+Dim1-10V;1;20;67.64;67.64;0
ZCIDPK149_3HR+DimDALI;ELKOVO;ZCIDPK149_3HR+DimDALI;1;20;71.76;71.76;0
ZCIDPK149_3HR+DimDSI;ELKOVO;ZCIDPK149_3HR+DimDSI;1;20;76.2;76.2;0
ZCIDPK149_3HR+NZ;ELKOVO;ZCIDPK149_3HR+NZ;1;20;88.48;88.48;0
ZCIDPS149_3HR;ELKOVO;ZCIDPS149_3HR;1;20;50.48;50.48;0
ZCIDPS149_3HR+Dim1-10V;ELKOVO;ZCIDPS149_3HR+Dim1-10V;1;20;67.64;67.64;0
ZCIDPS149_3HR+DimDALI;ELKOVO;ZCIDPS149_3HR+DimDALI;1;20;71.76;71.76;0
ZCIDPS149_3HR+DimDSI;ELKOVO;ZCIDPS149_3HR+DimDSI;1;20;76.2;76.2;0
ZCIDPS149_3HR+NZ;ELKOVO;ZCIDPS149_3HR+NZ;1;20;88.48;88.48;0
ZCIDPK180_3HR;ELKOVO;ZCIDPK180_3HR;1;20;52.24;52.24;0
ZCIDPK180_3HR+Dim1-10V;ELKOVO;ZCIDPK180_3HR+Dim1-10V;1;20;69.36;69.36;0
ZCIDPK180_3HR+DimDALI;ELKOVO;ZCIDPK180_3HR+DimDALI;1;20;75.56;75.56;0
ZCIDPK180_3HR+DimDSI;ELKOVO;ZCIDPK180_3HR+DimDSI;1;20;81.36;81.36;0
ZCIDPK180_3HR+NZ;ELKOVO;ZCIDPK180_3HR+NZ;1;20;90.24;90.24;0
ZCIDPS180_3HR;ELKOVO;ZCIDPS180_3HR;1;20;52.24;52.24;0
ZCIDPS180_3HR+Dim1-10V;ELKOVO;ZCIDPS180_3HR+Dim1-10V;1;20;69.36;69.36;0
ZCIDPS180_3HR+DimDALI;ELKOVO;ZCIDPS180_3HR+DimDALI;1;20;75.56;75.56;0
ZCIDPS180_3HR+DimDSI;ELKOVO;ZCIDPS180_3HR+DimDSI;1;20;81.36;81.36;0
ZCIDPS180_3HR+NZ;ELKOVO;ZCIDPS180_3HR+NZ;1;20;90.24;90.24;0
ZCIDPK235_3HR;ELKOVO;ZCIDPK235_3HR;1;20;55.96;55.96;0
ZCIDPK235_3HR+Dim1-10V;ELKOVO;ZCIDPK235_3HR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPK235_3HR+DimDALI;ELKOVO;ZCIDPK235_3HR+DimDALI;1;20;79.64;79.64;0
ZCIDPK235_3HR+DimDSI;ELKOVO;ZCIDPK235_3HR+DimDSI;1;20;84.08;84.08;0
ZCIDPK235_3HR+NZ;ELKOVO;ZCIDPK235_3HR+NZ;1;20;93.96;93.96;0
ZCIDPS235_3HR;ELKOVO;ZCIDPS235_3HR;1;20;55.96;55.96;0
ZCIDPS235_3HR+Dim1-10V;ELKOVO;ZCIDPS235_3HR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPS235_3HR+DimDALI;ELKOVO;ZCIDPS235_3HR+DimDALI;1;20;79.64;79.64;0
ZCIDPS235_3HR+DimDSI;ELKOVO;ZCIDPS235_3HR+DimDSI;1;20;84.08;84.08;0
ZCIDPS235_3HR+NZ;ELKOVO;ZCIDPS235_3HR+NZ;1;20;93.96;93.96;0
ZCIDPK249_3HR;ELKOVO;ZCIDPK249_3HR;1;20;55.96;55.96;0
ZCIDPK249_3HR+Dim1-10V;ELKOVO;ZCIDPK249_3HR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPK249_3HR+DimDALI;ELKOVO;ZCIDPK249_3HR+DimDALI;1;20;79.64;79.64;0
ZCIDPK249_3HR+DimDSI;ELKOVO;ZCIDPK249_3HR+DimDSI;1;20;84.08;84.08;0
ZCIDPK249_3HR+NZ;ELKOVO;ZCIDPK249_3HR+NZ;1;20;93.96;93.96;0
ZCIDPS249_3HR;ELKOVO;ZCIDPS249_3HR;1;20;55.96;55.96;0
ZCIDPS249_3HR+Dim1-10V;ELKOVO;ZCIDPS249_3HR+Dim1-10V;1;20;74.84;74.84;0
ZCIDPS249_3HR+DimDALI;ELKOVO;ZCIDPS249_3HR+DimDALI;1;20;79.64;79.64;0
ZCIDPS249_3HR+DimDSI;ELKOVO;ZCIDPS249_3HR+DimDSI;1;20;84.08;84.08;0
ZCIDPS249_3HR+NZ;ELKOVO;ZCIDPS249_3HR+NZ;1;20;93.96;93.96;0
ZCIDPK280_3HR;ELKOVO;ZCIDPK280_3HR;1;20;62.68;62.68;0
ZCIDPK280_3HR+Dim1-10V;ELKOVO;ZCIDPK280_3HR+Dim1-10V;1;20;89.76;89.76;0
ZCIDPK280_3HR+DimDALI;ELKOVO;ZCIDPK280_3HR+DimDALI;1;20;91.48;91.48;0
ZCIDPK280_3HR+DimDSI;ELKOVO;ZCIDPK280_3HR+DimDSI;1;20;91.84;91.84;0
ZCIDPK280_3HR+NZ;ELKOVO;ZCIDPK280_3HR+NZ;1;20;100.68;100.68;0
ZCIDPS280_3HR;ELKOVO;ZCIDPS280_3HR;1;20;62.68;62.68;0
ZCIDPS280_3HR+Dim1-10V;ELKOVO;ZCIDPS280_3HR+Dim1-10V;1;20;89.76;89.76;0
ZCIDPS280_3HR+DimDALI;ELKOVO;ZCIDPS280_3HR+DimDALI;1;20;91.48;91.48;0
ZCIDPS280_3HR+DimDSI;ELKOVO;ZCIDPS280_3HR+DimDSI;1;20;91.84;91.84;0
ZCIDPS280_3HR+NZ;ELKOVO;ZCIDPS280_3HR+NZ;1;20;100.68;100.68;0
ZCIDPK114_6HR;ELKOVO;ZCIDPK114_6HR;1;20;47.72;47.72;0
ZCIDPK114_6HR+Dim1-10V;ELKOVO;ZCIDPK114_6HR+Dim1-10V;1;20;64.84;64.84;0
ZCIDPK114_6HR+DimDALI;ELKOVO;ZCIDPK114_6HR+DimDALI;1;20;68.96;68.96;0
ZCIDPK114_6HR+DimDSI;ELKOVO;ZCIDPK114_6HR+DimDSI;1;20;73.44;73.44;0
ZCIDPK114_6HR+NZ;ELKOVO;ZCIDPK114_6HR+NZ;1;20;-;-;0
ZCIDPS114_6HR;ELKOVO;ZCIDPS114_6HR;1;20;47.72;47.72;0
ZCIDPS114_6HR+Dim1-10V;ELKOVO;ZCIDPS114_6HR+Dim1-10V;1;20;64.84;64.84;0
ZCIDPS114_6HR+DimDALI;ELKOVO;ZCIDPS114_6HR+DimDALI;1;20;68.96;68.96;0
ZCIDPS114_6HR+DimDSI;ELKOVO;ZCIDPS114_6HR+DimDSI;1;20;73.44;73.44;0
ZCIDPS114_6HR+NZ;ELKOVO;ZCIDPS114_6HR+NZ;1;20;-;-;0
ZCIDPK214_6HR;ELKOVO;ZCIDPK214_6HR;1;20;47.72;47.72;0
ZCIDPK214_6HR+Dim1-10V;ELKOVO;ZCIDPK214_6HR+Dim1-10V;1;20;66.56;66.56;0
ZCIDPK214_6HR+DimDALI;ELKOVO;ZCIDPK214_6HR+DimDALI;1;20;71.36;71.36;0
ZCIDPK214_6HR+DimDSI;ELKOVO;ZCIDPK214_6HR+DimDSI;1;20;75.84;75.84;0
ZCIDPK214_6HR+NZ;ELKOVO;ZCIDPK214_6HR+NZ;1;20;-;-;0
ZCIDPS214_6HR;ELKOVO;ZCIDPS214_6HR;1;20;47.72;47.72;0
ZCIDPS214_6HR+Dim1-10V;ELKOVO;ZCIDPS214_6HR+Dim1-10V;1;20;66.56;66.56;0
ZCIDPS214_6HR+DimDALI;ELKOVO;ZCIDPS214_6HR+DimDALI;1;20;71.36;71.36;0
ZCIDPS214_6HR+DimDSI;ELKOVO;ZCIDPS214_6HR+DimDSI;1;20;75.84;75.84;0
ZCIDPS214_6HR+NZ;ELKOVO;ZCIDPS214_6HR+NZ;1;20;-;-;0
ZCIDPK224_6HR;ELKOVO;ZCIDPK224_6HR;1;20;47.72;47.72;0
ZCIDPK224_6HR+Dim1-10V;ELKOVO;ZCIDPK224_6HR+Dim1-10V;1;20;66.56;66.56;0
ZCIDPK224_6HR+DimDALI;ELKOVO;ZCIDPK224_6HR+DimDALI;1;20;71.36;71.36;0
ZCIDPK224_6HR+DimDSI;ELKOVO;ZCIDPK224_6HR+DimDSI;1;20;75.84;75.84;0
ZCIDPK224_6HR+NZ;ELKOVO;ZCIDPK224_6HR+NZ;1;20;-;-;0
ZCIDPS224_6HR;ELKOVO;ZCIDPS224_6HR;1;20;47.72;47.72;0
ZCIDPS224_6HR+Dim1-10V;ELKOVO;ZCIDPS224_6HR+Dim1-10V;1;20;66.56;66.56;0
ZCIDPS224_6HR+DimDALI;ELKOVO;ZCIDPS224_6HR+DimDALI;1;20;71.36;71.36;0
ZCIDPS224_6HR+DimDSI;ELKOVO;ZCIDPS224_6HR+DimDSI;1;20;75.84;75.84;0
ZCIDPS224_6HR+NZ;ELKOVO;ZCIDPS224_6HR+NZ;1;20;-;-;0
ZCIDPK128_6HR;ELKOVO;ZCIDPK128_6HR;1;20;48.28;48.28;0
ZCIDPK128_6HR+Dim1-10V;ELKOVO;ZCIDPK128_6HR+Dim1-10V;1;20;65.44;65.44;0
ZCIDPK128_6HR+DimDALI;ELKOVO;ZCIDPK128_6HR+DimDALI;1;20;69.56;69.56;0
ZCIDPK128_6HR+DimDSI;ELKOVO;ZCIDPK128_6HR+DimDSI;1;20;74;74;0
ZCIDPK128_6HR+NZ;ELKOVO;ZCIDPK128_6HR+NZ;1;20;86.28;86.28;0
ZCIDPS128_6HR;ELKOVO;ZCIDPS128_6HR;1;20;48.28;48.28;0
ZCIDPS128_6HR+Dim1-10V;ELKOVO;ZCIDPS128_6HR+Dim1-10V;1;20;65.44;65.44;0
ZCIDPS128_6HR+DimDALI;ELKOVO;ZCIDPS128_6HR+DimDALI;1;20;69.56;69.56;0
ZCIDPS128_6HR+DimDSI;ELKOVO;ZCIDPS128_6HR+DimDSI;1;20;74;74;0
ZCIDPS128_6HR+NZ;ELKOVO;ZCIDPS128_6HR+NZ;1;20;86.28;86.28;0
ZCIDPK154_6HR;ELKOVO;ZCIDPK154_6HR;1;20;48.28;48.28;0
ZCIDPK154_6HR+Dim1-10V;ELKOVO;ZCIDPK154_6HR+Dim1-10V;1;20;65.44;65.44;0
ZCIDPK154_6HR+DimDALI;ELKOVO;ZCIDPK154_6HR+DimDALI;1;20;69.56;69.56;0
ZCIDPK154_6HR+DimDSI;ELKOVO;ZCIDPK154_6HR+DimDSI;1;20;74;74;0
ZCIDPK154_6HR+NZ;ELKOVO;ZCIDPK154_6HR+NZ;1;20;86.28;86.28;0
ZCIDPS154_6HR;ELKOVO;ZCIDPS154_6HR;1;20;48.28;48.28;0
ZCIDPS154_6HR+Dim1-10V;ELKOVO;ZCIDPS154_6HR+Dim1-10V;1;20;65.44;65.44;0
ZCIDPS154_6HR+DimDALI;ELKOVO;ZCIDPS154_6HR+DimDALI;1;20;69.56;69.56;0
ZCIDPS154_6HR+DimDSI;ELKOVO;ZCIDPS154_6HR+DimDSI;1;20;74;74;0
ZCIDPS154_6HR+NZ;ELKOVO;ZCIDPS154_6HR+NZ;1;20;86.28;86.28;0
ZCIDPK228_6HR;ELKOVO;ZCIDPK228_6HR;1;20;49.04;49.04;0
ZCIDPK228_6HR+Dim1-10V;ELKOVO;ZCIDPK228_6HR+Dim1-10V;1;20;67.92;67.92;0
ZCIDPK228_6HR+DimDALI;ELKOVO;ZCIDPK228_6HR+DimDALI;1;20;72.72;72.72;0
ZCIDPK228_6HR+DimDSI;ELKOVO;ZCIDPK228_6HR+DimDSI;1;20;77.16;77.16;0
ZCIDPK228_6HR+NZ;ELKOVO;ZCIDPK228_6HR+NZ;1;20;87.04;87.04;0
ZCIDPS228_6HR;ELKOVO;ZCIDPS228_6HR;1;20;49.04;49.04;0
ZCIDPS228_6HR+Dim1-10V;ELKOVO;ZCIDPS228_6HR+Dim1-10V;1;20;67.92;67.92;0
ZCIDPS228_6HR+DimDALI;ELKOVO;ZCIDPS228_6HR+DimDALI;1;20;72.72;72.72;0
ZCIDPS228_6HR+DimDSI;ELKOVO;ZCIDPS228_6HR+DimDSI;1;20;77.16;77.16;0
ZCIDPS228_6HR+NZ;ELKOVO;ZCIDPS228_6HR+NZ;1;20;87.04;87.04;0
ZCIDPK254_6HR;ELKOVO;ZCIDPK254_6HR;1;20;49.04;49.04;0
ZCIDPK254_6HR+Dim1-10V;ELKOVO;ZCIDPK254_6HR+Dim1-10V;1;20;67.92;67.92;0
ZCIDPK254_6HR+DimDALI;ELKOVO;ZCIDPK254_6HR+DimDALI;1;20;72.72;72.72;0
ZCIDPK254_6HR+DimDSI;ELKOVO;ZCIDPK254_6HR+DimDSI;1;20;77.16;77.16;0
ZCIDPK254_6HR+NZ;ELKOVO;ZCIDPK254_6HR+NZ;1;20;87.04;87.04;0
ZCIDPS254_6HR;ELKOVO;ZCIDPS254_6HR;1;20;49.04;49.04;0
ZCIDPS254_6HR+Dim1-10V;ELKOVO;ZCIDPS254_6HR+Dim1-10V;1;20;67.92;67.92;0
ZCIDPS254_6HR+DimDALI;ELKOVO;ZCIDPS254_6HR+DimDALI;1;20;72.72;72.72;0
ZCIDPS254_6HR+DimDSI;ELKOVO;ZCIDPS254_6HR+DimDSI;1;20;77.16;77.16;0
ZCIDPS254_6HR+NZ;ELKOVO;ZCIDPS254_6HR+NZ;1;20;87.04;87.04;0
ZCIDPK135_6HR;ELKOVO;ZCIDPK135_6HR;1;20;53.2;53.2;0
ZCIDPK135_6HR+Dim1-10V;ELKOVO;ZCIDPK135_6HR+Dim1-10V;1;20;70.32;70.32;0
ZCIDPK135_6HR+DimDALI;ELKOVO;ZCIDPK135_6HR+DimDALI;1;20;74.44;74.44;0
ZCIDPK135_6HR+DimDSI;ELKOVO;ZCIDPK135_6HR+DimDSI;1;20;78.92;78.92;0
ZCIDPK135_6HR+NZ;ELKOVO;ZCIDPK135_6HR+NZ;1;20;91.2;91.2;0
ZCIDPS135_6HR;ELKOVO;ZCIDPS135_6HR;1;20;53.2;53.2;0
ZCIDPS135_6HR+Dim1-10V;ELKOVO;ZCIDPS135_6HR+Dim1-10V;1;20;70.32;70.32;0
ZCIDPS135_6HR+DimDALI;ELKOVO;ZCIDPS135_6HR+DimDALI;1;20;74.44;74.44;0
ZCIDPS135_6HR+DimDSI;ELKOVO;ZCIDPS135_6HR+DimDSI;1;20;78.92;78.92;0
ZCIDPS135_6HR+NZ;ELKOVO;ZCIDPS135_6HR+NZ;1;20;91.2;91.2;0
ZCIDPK149_6HR;ELKOVO;ZCIDPK149_6HR;1;20;53.2;53.2;0
ZCIDPK149_6HR+Dim1-10V;ELKOVO;ZCIDPK149_6HR+Dim1-10V;1;20;70.32;70.32;0
ZCIDPK149_6HR+DimDALI;ELKOVO;ZCIDPK149_6HR+DimDALI;1;20;74.44;74.44;0
ZCIDPK149_6HR+DimDSI;ELKOVO;ZCIDPK149_6HR+DimDSI;1;20;78.92;78.92;0
ZCIDPK149_6HR+NZ;ELKOVO;ZCIDPK149_6HR+NZ;1;20;91.2;91.2;0
ZCIDPS149_6HR;ELKOVO;ZCIDPS149_6HR;1;20;53.2;53.2;0
ZCIDPS149_6HR+Dim1-10V;ELKOVO;ZCIDPS149_6HR+Dim1-10V;1;20;70.32;70.32;0
ZCIDPS149_6HR+DimDALI;ELKOVO;ZCIDPS149_6HR+DimDALI;1;20;74.44;74.44;0
ZCIDPS149_6HR+DimDSI;ELKOVO;ZCIDPS149_6HR+DimDSI;1;20;78.92;78.92;0
ZCIDPS149_6HR+NZ;ELKOVO;ZCIDPS149_6HR+NZ;1;20;91.2;91.2;0
ZCIDPK180_6HR;ELKOVO;ZCIDPK180_6HR;1;20;54.92;54.92;0
ZCIDPK180_6HR+Dim1-10V;ELKOVO;ZCIDPK180_6HR+Dim1-10V;1;20;72.04;72.04;0
ZCIDPK180_6HR+DimDALI;ELKOVO;ZCIDPK180_6HR+DimDALI;1;20;78.24;78.24;0
ZCIDPK180_6HR+DimDSI;ELKOVO;ZCIDPK180_6HR+DimDSI;1;20;84.04;84.04;0
ZCIDPK180_6HR+NZ;ELKOVO;ZCIDPK180_6HR+NZ;1;20;92.92;92.92;0
ZCIDPS180_6HR;ELKOVO;ZCIDPS180_6HR;1;20;54.92;54.92;0
ZCIDPS180_6HR+Dim1-10V;ELKOVO;ZCIDPS180_6HR+Dim1-10V;1;20;72.04;72.04;0
ZCIDPS180_6HR+DimDALI;ELKOVO;ZCIDPS180_6HR+DimDALI;1;20;78.24;78.24;0
ZCIDPS180_6HR+DimDSI;ELKOVO;ZCIDPS180_6HR+DimDSI;1;20;84.04;84.04;0
ZCIDPS180_6HR+NZ;ELKOVO;ZCIDPS180_6HR+NZ;1;20;92.92;92.92;0
ZCIDPK235_6HR;ELKOVO;ZCIDPK235_6HR;1;20;57.04;57.04;0
ZCIDPK235_6HR+Dim1-10V;ELKOVO;ZCIDPK235_6HR+Dim1-10V;1;20;75.88;75.88;0
ZCIDPK235_6HR+DimDALI;ELKOVO;ZCIDPK235_6HR+DimDALI;1;20;80.68;80.68;0
ZCIDPK235_6HR+DimDSI;ELKOVO;ZCIDPK235_6HR+DimDSI;1;20;85.16;85.16;0
ZCIDPK235_6HR+NZ;ELKOVO;ZCIDPK235_6HR+NZ;1;20;95.04;95.04;0
ZCIDPS235_6HR;ELKOVO;ZCIDPS235_6HR;1;20;57.04;57.04;0
ZCIDPS235_6HR+Dim1-10V;ELKOVO;ZCIDPS235_6HR+Dim1-10V;1;20;75.88;75.88;0
ZCIDPS235_6HR+DimDALI;ELKOVO;ZCIDPS235_6HR+DimDALI;1;20;80.68;80.68;0
ZCIDPS235_6HR+DimDSI;ELKOVO;ZCIDPS235_6HR+DimDSI;1;20;85.16;85.16;0
ZCIDPS235_6HR+NZ;ELKOVO;ZCIDPS235_6HR+NZ;1;20;95.04;95.04;0
ZCIDPK249_6HR;ELKOVO;ZCIDPK249_6HR;1;20;57.04;57.04;0
ZCIDPK249_6HR+Dim1-10V;ELKOVO;ZCIDPK249_6HR+Dim1-10V;1;20;75.88;75.88;0
ZCIDPK249_6HR+DimDALI;ELKOVO;ZCIDPK249_6HR+DimDALI;1;20;80.68;80.68;0
ZCIDPK249_6HR+DimDSI;ELKOVO;ZCIDPK249_6HR+DimDSI;1;20;85.16;85.16;0
ZCIDPK249_6HR+NZ;ELKOVO;ZCIDPK249_6HR+NZ;1;20;95.04;95.04;0
ZCIDPS249_6HR;ELKOVO;ZCIDPS249_6HR;1;20;57.04;57.04;0
ZCIDPS249_6HR+Dim1-10V;ELKOVO;ZCIDPS249_6HR+Dim1-10V;1;20;75.88;75.88;0
ZCIDPS249_6HR+DimDALI;ELKOVO;ZCIDPS249_6HR+DimDALI;1;20;80.68;80.68;0
ZCIDPS249_6HR+DimDSI;ELKOVO;ZCIDPS249_6HR+DimDSI;1;20;85.16;85.16;0
ZCIDPS249_6HR+NZ;ELKOVO;ZCIDPS249_6HR+NZ;1;20;95.04;95.04;0
ZCIDPK280_6HR;ELKOVO;ZCIDPK280_6HR;1;20;63.76;63.76;0
ZCIDPK280_6HR+Dim1-10V;ELKOVO;ZCIDPK280_6HR+Dim1-10V;1;20;90.8;90.8;0
ZCIDPK280_6HR+DimDALI;ELKOVO;ZCIDPK280_6HR+DimDALI;1;20;92.56;92.56;0
ZCIDPK280_6HR+DimDSI;ELKOVO;ZCIDPK280_6HR+DimDSI;1;20;92.88;92.88;0
ZCIDPK280_6HR+NZ;ELKOVO;ZCIDPK280_6HR+NZ;1;20;101.76;101.76;0
ZCIDPS280_6HR;ELKOVO;ZCIDPS280_6HR;1;20;63.76;63.76;0
ZCIDPS280_6HR+Dim1-10V;ELKOVO;ZCIDPS280_6HR+Dim1-10V;1;20;90.8;90.8;0
ZCIDPS280_6HR+DimDALI;ELKOVO;ZCIDPS280_6HR+DimDALI;1;20;92.56;92.56;0
ZCIDPS280_6HR+DimDSI;ELKOVO;ZCIDPS280_6HR+DimDSI;1;20;92.88;92.88;0
ZCIDPS280_6HR+NZ;ELKOVO;ZCIDPS280_6HR+NZ;1;20;101.76;101.76;0
ZCIDPK114_12LOSHR;ELKOVO;ZCIDPK114_12LOSHR;1;20;52.72;52.72;0
ZCIDPK114_12LOSHR+Dim1-10V;ELKOVO;ZCIDPK114_12LOSHR+Dim1-10V;1;20;69.84;69.84;0
ZCIDPK114_12LOSHR+DimDALI;ELKOVO;ZCIDPK114_12LOSHR+DimDALI;1;20;73.96;73.96;0
